model_dir_id,num_params,training_data,arch,arch_family,arch_group,extra_annotations,top1_val_acc,top1_val_acc_subset_200,imagenet_top1_val_acc,imagenet_mla_val_acc,num_all_samples,num_group_samples,num_group_correct,num_all_top1_errors,num_group_top1_errors,mla_all,mla_all_minor_error,mla_all_explainable_error,mla_group,mla_group_minor_error,mla_group_explainable_error,num_collapsed_mappings,num_ambiguous,num_same_superclass,num_common_co_occ,num_non_prototypical,num_OOV_clip,num_not_classified
timm--eva_giant_patch14_336.clip_ft_in1k,1013005672,LAION-400M (400M),eva,transformer,EVA,"['Self-Supervised Learning', 'CLIP Training']",64.96,85.26666666666667,89.46600000000001,97.55187508741714,7500,7500,4872,2628,2628,65.25767489527645,81.62976877446091,82.92778794603412,65.25767489527645,81.62976877446091,82.92778794603412,13,0,785,67,0,474,1289
timm--eva_giant_patch14_336.m30m_ft_in22k_in1k,1013005672,Merged (30M),eva,transformer,EVA,['Self-Supervised Learning'],63.77333333333333,85.13333333333334,89.564,97.6027718381552,7500,7500,4783,2717,2717,63.88935093079271,80.56326538819648,81.65214481628138,63.88935093079271,80.56326538819648,81.65214481628138,11,0,755,62,0,469,1420
timm--eva_giant_patch14_560.m30m_ft_in22k_in1k,1014447464,Merged (30M),eva,transformer,EVA,['Self-Supervised Learning'],66.62666666666667,87.54666666666667,89.79,97.72546194388708,7500,7500,4997,2503,2503,65.99617249271617,82.34478602655507,83.7082100665035,65.99617249271617,82.34478602655507,83.7082100665035,12,0,715,73,0,459,1244
timm--eva_large_patch14_196.in22k_ft_in1k,304142312,ImageNet-21k (14M),eva,transformer,EVA,['Self-Supervised Learning'],50.666666666666664,73.16,87.92999999999999,96.58408258580108,7500,7500,3800,3700,3700,49.045453731085914,71.04282774906481,72.60677859332762,49.045453731085914,71.04282774906481,72.60677859332762,16,0,890,75,0,686,2033
timm--eva_large_patch14_196.in22k_ft_in22k_in1k,304142312,ImageNet-21k (14M),eva,transformer,EVA,['Self-Supervised Learning'],53.4,75.53333333333333,88.578,96.84544047498792,7500,7500,4005,3495,3495,52.27641403669316,72.76364554129134,74.0237885056435,52.27641403669316,72.76364554129134,74.0237885056435,17,0,888,63,0,588,1939
timm--eva_large_patch14_336.in22k_ft_in1k,304531432,ImageNet-21k (14M),eva,transformer,EVA,['Self-Supervised Learning'],59.733333333333334,82.76,88.67399999999999,97.17162513183438,7500,7500,4480,3020,3020,59.18341376119858,77.14227314891559,78.55220969621006,59.18341376119858,77.14227314891559,78.55220969621006,14,0,785,74,0,538,1609
timm--eva_large_patch14_336.in22k_ft_in22k_in1k,304531432,ImageNet-21k (14M),eva,transformer,EVA,['Self-Supervised Learning'],61.54666666666667,83.82666666666667,89.21,97.3761933822115,7500,7500,4616,2884,2884,60.90755393407474,79.18507232311478,80.24320603189065,60.90755393407474,79.18507232311478,80.24320603189065,16,0,792,61,0,512,1503
timm--fbnetc_100.rmsp_in1k,5572200,ImageNet-1k (1.2M),fbnet,cnn,EfficientNet,[],1.2133333333333334,4.093333333333334,75.12,83.94187233131527,7500,7500,91,7409,7409,1.2263592872840874,21.21446340281328,22.136114999378286,1.2263592872840874,21.21446340281328,22.136114999378286,3,0,572,47,0,747,6040
timm--fbnetv3_b.ra2_in1k,8598464,ImageNet-1k (1.2M),fbnet,cnn,EfficientNet,[],3.5866666666666664,9.546666666666667,78.206,87.23788152808692,7500,7500,269,7231,7231,4.108626747514731,26.86429689112966,27.95069638365191,4.108626747514731,26.86429689112966,27.95069638365191,5,0,678,51,0,813,5684
timm--fbnetv3_d.ra2_in1k,10306272,ImageNet-1k (1.2M),fbnet,cnn,EfficientNet,[],4.306666666666667,11.28,78.66199999999999,87.97526751757049,7500,7500,323,7177,7177,4.421102805266375,27.616840412009726,28.978712662841392,4.421102805266375,27.616840412009726,28.978712662841392,5,0,733,62,0,831,5546
timm--fbnetv3_g.ra2_in1k,16623888,ImageNet-1k (1.2M),fbnet,cnn,EfficientNet,[],8.866666666666667,20.053333333333335,81.242,90.2923060767066,7500,7500,665,6835,6835,8.781495478678409,33.477537490268745,34.62507628738508,8.781495478678409,33.477537490268745,34.62507628738508,9,0,873,53,0,836,5064
